smiles,density,hof,density_score,hof_score,density_ood,density_train,density_iid,hof_ood,hof_train,hof_iid
CCOC(=O)C(C1C(CN(CC2CCCCC2)C1=O)C(ON1N=Nc2ccccc12)c1cccc(c1)N(=O)=O)C(=O)OCC,1.3691192007785,-254.64710576211,8.219097797555186,1.0009003487462824,0,1,0,1,0,0
COc1ccc(cc1C1C(C(ON1c1ccccc1)c1ccc(C)cc1)C(=O)c1ccccc1)C(C)(C)c1ccccc1,1.2729261376915,-53.685199601133,5.924089951196943,1.0049214821642556,0,1,0,0,1,0
CC(C)C1CCC23OC(CCC2=NNc2ccc(cc2N(=O)=O)N(=O)=O)CC13C,1.3865969379267,-63.759698103247,8.229532133519546,1.0048033570934638,0,1,0,0,1,0
COc1cccc(C=NO)c1O,1.3523433362687,-58.830061088661,8.062185688858186,1.0049504952659671,0,1,0,0,1,0
CCN(CC)c1ccc(C=Nc2ccc(cc2)N(=O)=O)c(O)c1,1.3198081731389,-37.900123604182,7.397267839517823,1.0056757134152485,0,1,0,0,1,0
COC(=O)C1(CC(ON(c2ccccc2)C21C(=O)N(C)c1ccccc21)C=C)C(=O)OC,1.3978599981998,-160.13312356862,8.153271390874323,1.0030937273095735,0,1,0,0,1,0
O=C(Nc1ccccc1)c1ccc(cc1)N(=O)=O,1.4006425931896,-25.242126891412,8.124748806122948,1.0055234115852696,0,1,0,0,0,1
Cc1cccc(C)c1NC(=O)c1ccc(cc1)N(=O)=O,1.3510566394601,-42.7069692705,8.044454334901596,1.0050543567555716,0,1,0,0,1,0
CCc1cccc(CC)c1NC(=O)c1ccc(cc1)N(=O)=O,1.3077975743583,-56.908316430018,7.05850972188906,1.005341802073202,0,1,0,0,1,0
CC(C)(C)c1ccc(cc1)C(=O)Nc1ccc(cc1)N(=O)=O,1.3118528626491,-60.041803605938,7.17720952197815,1.0052301828876726,0,1,0,0,1,0
CN(C)C(C)=NO,1.141029156662,-11.58533893599,2.4272272141759657,1.0048840133419044,1,0,0,0,1,0
O=C(NCCON(=O)=O)c1ccncc1,1.4414484802172,-55.147007386051,7.328724577869551,1.0055976526402668,0,1,0,0,1,0
COc1c2OCCOc2ccc1N(=O)=O,1.5000999072223,-93.563823210685,5.504923799730933,1.0047776168184506,0,1,0,0,1,0
O=N(=O)c1ccc(NN=Cc2ccc3OCOc3c2)c(c1)N(=O)=O,1.5498606942563,-18.633003474347,4.023195829062966,1.0060187071236975,0,1,0,0,1,0
CC(=O)OCN(CN(CN(COC(C)=O)N(=O)=O)N(=O)=O)N(=O)=O,1.602632074015,-180.90276590337,2.8645649735997676,1.001140134324353,1,0,0,0,1,0
O=N(=O)c1ccc(OC2CCCCO2)cc1,1.3788510546579,-94.408022129561,8.244440119580343,1.00223120726535,0,1,0,0,1,0
CC1=CC(=O)N(CC(=O)c2cccc(c2)N(=O)=O)C2=C1CCCC2,1.3855408753593,-89.370686624853,8.233387037719858,1.0054796674857187,0,1,0,0,1,0
O=N(=O)c1ccc(NN=Cc2ccccc2N(=O)=O)cc1,1.4666113182273,43.532941003839,6.589068933055939,1.0025617758935566,0,1,0,0,1,0
CC(C)Oc1c(OC(C)=O)c(ccc1N(=O)=O)C(O)=O,1.4556396656249,-222.82051049952,6.926247463974903,1.0004451901288982,0,1,0,1,0,0
Cc1cccc(C)c1NC(=O)CN1CCN(CC1)CC1=NC(=NO1)c1ccc(cc1)N(=O)=O,1.3557850005083,-42.571685751339,8.105728044799843,1.0043676577314864,0,1,0,0,1,0
O=C1C=CC(=NNc2ccccc2N(=O)=O)c2ccccc12,1.4363842744384,30.065228476695,7.460084810110621,1.0035010319403024,0,1,0,0,1,0
O=N(=O)C1=CN(Cc2ccc(CN3C=C(C=N3)N(=O)=O)cc2)N=C1,1.4625455764055,66.22538186822,6.71604971770764,1.0014682746787684,0,0,1,0,1,0
CC(=O)C1C(C)(C)CC(CC1(C)C)=NO,1.1862845023404,-86.780021870931,3.3097885138671166,1.0039779776457964,1,0,0,0,1,0
CC(C)=NNc1ccc(cc1)N(=O)=O,1.3169417583439,17.434619125193,7.320073459695842,1.0047757837879032,0,1,0,0,1,0
CC(=O)c1ccc(cc1)c1ccccc1N(=O)=O,1.3633038756576,-24.625437982404,8.180664563958459,1.0047568433496046,0,1,0,0,1,0
CCCCCOc1cc(C#C)c(cc1OCCCCC)N(=O)=O,1.2161346615359,-84.091992438075,4.090315933730883,1.005054867929412,0,1,0,0,1,0
CCCCOc1cc(C#C)c(cc1OCCCC)N(=O)=O,1.2424051797885,-66.877873570621,4.898332873272501,1.0035455404721318,0,1,0,0,1,0
O=CN1CC(C1)(N(=O)=O)N(=O)=O,1.6142135286321,-36.219625837072,2.6697198397326765,1.004833510596287,1,0,0,0,1,0
O=C(N1CC(C1)(N(=O)=O)N(=O)=O)N1CC(C1)(N(=O)=O)N(=O)=O,1.6907934242425,-36.270253400542,1.796951469901921,1.0049081550566885,1,0,0,0,1,0
CC(=O)N(C(C)=O)C1=C(c2ccccc2)C(=NO1)c1ccccc1,1.3470595695439,-48.796220349752,7.984439174458082,1.004695487080491,0,1,0,0,1,0
COC(=O)C1=C(C(=O)OC)C2(N(O1)C(C)COC2=O)c1ccccc1,1.4460830426749,-214.18899071784,7.202405154551168,1.000976176739888,0,1,0,1,0,0
CCCc1c2Oc3cc(Oc4cccc(Oc5cc(Oc1ccc2)c(cc5N(=O)=O)N(=O)=O)c4CCC)c(cc3N(=O)=O)N(=O)=O,1.5177424380146,-132.7800765459,4.9460048138344765,1.0034033687127375,0,1,0,0,1,0
C[N+]([O-])=Cc1ccc2cccc(O)c2n1,1.3591216428656,-7.9617471405176,8.142444906828759,1.0042168326088063,0,1,0,0,1,0
CC(=O)ON1CN(CN(C1)OC(C)=O)OC(C)=O,1.4170012335536,-160.49807947506,7.884617207699483,1.001911788135294,0,1,0,0,1,0
CC#CCC(OC(=O)c1ccc(cc1)N(=O)=O)C1(O)C(=O)OCC1(C)C=C,1.4040408532992,-167.0430784803,8.0848851336358,1.0029950842531992,0,0,1,0,1,0
Cc1cc(cc2CCCC(c12)=C1C2=CC=CN2c2ccccc12)N(=O)=O,1.3599385507364,46.299840372432,8.150597199937199,1.0020360852301577,0,1,0,0,1,0
COC(=O)Cc1c(OC)c(cc2c1Oc1c(CN3C(=O)c4ccccc4C3=O)c(OC)c(cc1C2(C)C)c1ccc(C=O)cc1)c1cccc(c1)N(=O)=O,1.4330237934227,-305.13210024772,7.54302608598629,1.0003085818319364,0,1,0,1,0,0
CN1N(c2ccccc2)C(=O)C(=C1C)N=Cc1ccccc1N(=O)=O,1.377960672291,26.97830417792,8.244162988120344,1.004029184789463,0,1,0,0,1,0
COc1ccc(cc1)C=C1CCCC2=C1OC(=C(C2c1ccc(OC)cc1)C1=NC(=NO1)c1ccccc1)N,1.3458354870989,-59.36169364144,7.9645936214325275,1.0039131707148328,0,1,0,0,1,0
COC(=O)Cc1ccccc1OCC1=NC(=NO1)c1cccc(OC)c1,1.3750381277602,-127.89290588202,8.240360529853696,1.004510829462954,0,1,0,0,1,0
O=N(=O)C1=C(N(Cc2ccccc2)Cc2ccccc2)C2=NO[N+](=C2C(=C1N(Cc1ccccc1)Cc1ccccc1)N(=O)=O)[O-],1.416198651476,115.06977548849,7.899131174764624,1.0009887521299607,0,0,1,1,0,0
CCOc1ccc(cc1)N=CC=Cc1ccccc1N(=O)=O,1.3125778323928,-2.384453193652,7.197992350129801,1.0055605329617472,0,1,0,0,1,0
Cc1cccc(C(=O)Nc2ccccc2NC(=O)c2cccc(C)c2N(=O)=O)c1N(=O)=O,1.4500195120509,-69.480304385508,7.091012262388508,1.0039890797582443,0,1,0,0,1,0
O=C1c2ccccc2C(CCCCC2(c3ccccc3C(=O)c3ccccc23)N(=O)=O)(c2ccccc12)N(=O)=O,1.4232569728171,-74.060189884991,7.762609689983093,1.0028208013444313,0,1,0,0,1,0
CC(=NNc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)c1ccccc1,1.5332737370495,33.129052652464,4.4814407867075206,1.0041963094822342,0,1,0,0,1,0
Oc1ccc(cc1C=NNC(=O)c1ccccc1O)N(=O)=O,1.4811881344638,-79.649544089363,6.120960688590758,1.0049692200354867,0,1,0,0,1,0
OCC(CO)N(=O)=O,1.4358830647288,-108.56154081619,7.47267742587193,1.0034236994589403,0,1,0,0,1,0
COc1cc2CCN(Cc2cc1OC)CC1=[N+]([O-])ON=C1c1ccccc1,1.3587493123333,-7.9869729114002,8.13861942956103,1.0042840517302585,0,1,0,0,1,0
CCC1=NN(C)C(=C1N(=O)=O)C(=O)N1C=Nc2ccccc12,1.4312281784161,12.218241612471,7.585866228073825,1.0035125849324105,0,1,0,0,1,0
COC(=O)C1=C(N=NN1Cc1ccccc1)c1c(cccc1N(=O)=O)c1ccccc1,1.4007136647528,1.28165789262,8.12397135590349,1.0042825273344453,0,1,0,0,1,0
COc1c(OC)c2cc(cc3c(OC)c(OC)c4cc(cc1c4c23)C1=NC(C)(C)C(C)(C)N1[O])C1=NC(C)(C)C(C)(C)N1[O],1.3428784603927,-116.09075371944,7.913885699566699,1.0030417501646027,0,1,0,0,1,0
COc1c(OC)c2cc(cc3c(OC)c(OC)c4cc(cc1c4c23)C1=[N+]([O-])C(C)(C)C(C)(C)N1[O])C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],1.3824444843555,-141.08585711304,8.241380098720416,1.0028724953971164,0,1,0,0,1,0
COc1c(O)cccc1N(=O)=O,1.4693306322755,-68.685996707731,6.503057150009804,1.0026089818330168,0,1,0,0,0,1
CNC(=O)C1CCCN1C(=O)c1ccccc1NC(=O)c1ccccc1N(=O)=O,1.4131417667374,-126.88199349482,7.95194020090109,1.0021388268838691,0,1,0,0,0,1
CC(C)(C)NC(=O)C1CCCN1C(=O)c1ccccc1NC(=O)c1ccccc1N(=O)=O,1.3587359081234,-155.94550623816,8.138480429459811,1.0025322284279556,0,1,0,0,1,0
CC(=O)OCC1OC(Oc2cc(c(cc2OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)N(=O)=O)N(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,1.5229267335008,-990.16763380066,4.787546507064568,1.0002476734140258,0,1,0,1,0,0
ON=Cc1cc(C=NO)cc(C=NO)c1,1.3774625335925,29.131826506634,8.243828393099392,1.0041076072293105,0,1,0,0,1,0
COc1ccc(cc1)C1=CCCCC1=NO,1.2641551873001,-20.413166343377,5.625235881945633,1.005102759376843,0,1,0,0,1,0
ON=C1CCCC=C1c1ccccc1,1.2347041857627,17.022855125458,4.651513465911567,1.0045166492568383,0,1,0,0,1,0
Cc1ccc(cc1C)C1=CCCCC1=NO,1.2027007870993,-2.2218962550825,3.7193739819945986,1.0058414032915826,0,1,0,0,1,0
OC(c1ccccc1)C(=NNc1ccc(cc1N(=O)=O)N(=O)=O)c1ccccc1,1.4352092015388,12.071341790945,7.489486914549019,1.0029770667404372,0,1,0,0,1,0
O=N(=O)c1ccc(NN=C2CCCCCCC2)c(c1)N(=O)=O,1.3891873675711,-11.717925631015,8.217658619807164,1.004767476915915,0,1,0,0,1,0
O=C(N1CCc2cc(ccc12)N(=O)=O)c1ccccc1,1.4053763652782,-23.37386994898,8.067731818615538,1.0058823437991289,0,1,0,0,1,0
O=N(=O)NC1=NC(=NN1)C(N(=O)=O)(N(=O)=O)N(=O)=O,1.8651096163451,47.831366568524,1.157798660739851,1.003297318410312,1,0,0,0,1,0
CN1C=C(C)C(=N1)N(=O)=O,1.3816365796882,14.017850846611,8.242651068102004,1.0041408792958515,0,1,0,0,1,0
CCC(C)(C)c1ccc(OC)c(c1)C1C(C(ON1c1ccccc1)c1ccccc1OC)N(=O)=O,1.3067553587621,-85.42303048723,7.027366696468471,1.00404829726304,0,1,0,0,1,0
CCOC(=NO)c1ccccc1,1.2567685682506,-31.10851124675,5.374854352057369,1.005467559032121,0,1,0,0,1,0
O=N(=O)C12CC3CC1CC3(C2)N(=O)=O,1.4997118972604,-13.709698188421,5.517471832016306,1.0052467263361915,0,1,0,0,1,0
COc1ccc(cc1)C=C1OC(=Nc2ccccc12)c1ccc(cc1)N(=O)=O,1.3997304536119,-16.029122783733,8.134511146680357,1.0057120461896552,0,1,0,0,1,0
NC(N)=Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,1.6544782701304,2.4484650295504,2.132241318909049,1.0038520578367798,1,0,0,0,1,0
CCC(=O)Nc1ccc(cc1)N(=O)=O,1.3678896253461,-61.24980894925,8.212412975096022,1.0053241051038793,0,1,0,0,1,0
COc1ccc(c(c1)C1(CCN(C)C1)C(=O)OC1CCCCC1c1ccccc1)N(=O)=O,1.3177637328838,-143.08769522712,7.342461697855636,1.0018580413112999,0,1,0,0,1,0
CN1CC2(C(Oc3ccccc3C2C21C(=O)Nc1ccccc21)c1cccc2ccccc12)N(=O)=O,1.4227094414802,-18.110420087171,7.773899104298809,1.002904422192848,0,1,0,0,1,0
ON=C(CN(CC(=NO)C1=CC=CO1)c1ccccc1)C1=CC=CO1,1.3786018265906,18.646928985845,8.24440402266007,1.004676147924197,0,1,0,0,1,0
CCN(CC)c1ccc(C=NOCCON=Cc2ccc(cc2O)N(CC)CC)c(O)c1,1.2536076997976,-115.28810189166,5.268566661513654,1.0023551422220427,0,1,0,0,1,0
ON1C(=O)Cc2ccccc2C1=O,1.4550643080816,-77.606060899607,6.943397306463973,1.0039621326792518,0,1,0,0,1,0
CC1(C)C2CCC1(C)C1(O)ON=C(C21)c1ccccc1,1.2844737619406,-44.566330404406,6.3145841978137165,1.003701781306479,0,1,0,0,1,0
CC(C)C1C(N(C)C(CC1=NOC(=O)c1cccc(C)c1)c1ccccc1)c1ccccc1,1.2459402860063,-40.733770264723,5.013897371900725,1.0037831099999568,0,1,0,0,1,0
CC(C)(C)N1OC(=C(C1c1ccccc1)C(=O)c1ccccc1)C(=O)c1ccccc1,1.2908117531507,-36.262056177054,6.524637786779222,1.004899087289559,0,1,0,0,1,0
O=C1Cc2ccccc2C(=O)N1OCc1ccccc1,1.3681904937574,-58.212410878517,8.214120465003708,1.0047642005052266,0,1,0,0,1,0
COc1ccc(cc1)C1Oc2ccccc2C2C1(C1CCCCN1C12C(=O)Nc2ccccc12)N(=O)=O,1.4161941923709,-79.660782478438,7.899211068524553,1.0049404732154696,0,1,0,0,1,0
Nc1ccc(cc1N=Cc1ccncc1)N(=O)=O,1.3936388085269,45.900968273924,8.18930277184447,1.002014312277289,0,1,0,0,1,0
O=N(=O)c1ccc([O-])c(C=[NH+]C2CCCCC2[NH+]=Cc2cc(ccc2[O-])N(=O)=O)c1,1.4480946527246,-81.163353670906,7.1459248727404345,1.0036553924116682,0,1,0,0,1,0
O=C1c2ccccc2C(CCCC2(c3ccccc3C(=O)c3ccccc23)N(=O)=O)(c2ccccc12)N(=O)=O,1.4437873891036,-53.543117202375,7.265663061828556,1.0044276029857904,0,1,0,0,1,0
Cc1c(cccc1N(=O)=O)N=Cc1cc(ccc1O)N(=O)=O,1.4837890070208,-29.580843057787,6.036209936353048,1.004637677984095,0,1,0,0,1,0
COc1cc(OC)c(C=NNc2ccc(cc2N(=O)=O)N(=O)=O)cc1OC,1.4744397065543,-73.121873188727,6.339574252752397,1.0048208552741271,0,1,0,0,1,0
CC(CC(C)=COC(=O)c1ccc(cc1)N(=O)=O)C=CC(=O)N1C(COC1=O)Cc1ccccc1,1.361738194482,-217.65452201019,8.167382935222642,1.0008396347184827,0,1,0,1,0,0
CC1=C(C#N)C(=O)NC1=Cc1ccc(cc1)N(=O)=O,1.4187214559263,5.3020145700352,7.852619120972393,1.004649546891044,0,1,0,0,1,0
O=N(=O)c1ccc(Cc2ccncc2)cc1,1.3452474462682,22.793773123469,7.954819679046238,1.0043336992623568,0,1,0,0,1,0
CC(=O)C1=C(O)C(=C2C3C(CCCCCCCC3=O)ON2C1=O)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,1.2996936447952,-277.84731538265,6.810243920107194,1.000341989643449,0,1,0,1,0,0
Cc1ccc(cc1)C1=NC(c2ccc(cc2)N(=O)=O)C2(O1)C(=O)c1cccc3cccc2c13,1.4099235632937,-21.665664807205,8.003192358620051,1.0022643240280988,0,1,0,0,1,0
CC(C)(C)NC(=O)C1(CCCCC1)C1C(=O)ON(C1=O)c1ccccc1,1.3099382259845,-169.51421730788,7.121672912161001,1.0026149558328983,0,1,0,0,1,0
CC(=NO)C(C)=NCc1ccccn1,1.232130378732,31.833120857604,4.570701407288129,1.0035054016767813,0,1,0,0,1,0
O=N(=O)c1ccc(cc1)C1=CN(CC2COCc3ccccc3O2)N=N1,1.4220235710577,-1.9114514495292,7.78787935636068,1.0062951109490255,0,1,0,0,1,0
CCC1(CC(Nc2ccc(OC)cc12)c1ccc(cc1)N(=O)=O)c1ccccc1O,1.3514065897412,-58.862403403561,8.04935428521689,1.004765660013663,0,1,0,0,1,0
CCOC(C)N1N=Cc2c1cccc2N(=O)=O,1.3636809886567,-24.684772208236,8.183678807732461,1.0048204287713005,0,1,0,0,1,0
COC(=O)C(CC1=CNc2ccccc12)N1C(=O)c2ccccc2N=C1C(C)=NOCc1ccccc1,1.3550349015068,-70.752417028102,8.096724625570252,1.003820645216482,0,1,0,0,1,0
Oc1ccc(cc1C=NC1CCCCC1[NH+]=Cc1cc(ccc1[O-])N(=O)=O)N(=O)=O,1.4402947225395,-90.781908114944,7.359291645011763,1.0038851008214822,0,1,0,0,1,0
NC(=NO)c1cnc(nc1Cc1ccccc1)c1ccccc1,1.3181233082908,56.401648181988,7.352192559531732,1.0026060404100887,0,1,0,0,1,0
[O]n1ccn([O])cc1,1.4516773143019,28.809617114402,7.043072784220513,1.0039627513669822,0,1,0,0,1,0
CN1C(=O)C2(OC(=NC2c2ccc(cc2)N(=O)=O)c2ccccc2)c2ccccc12,1.4164426188044,-32.125768921483,7.894747436979875,1.0049415814443075,0,1,0,0,1,0
CCC1ON2CCc3ccccc3C2C1C#N,1.2580657243627,24.07523993079,5.418646222034256,1.0042117910439041,0,1,0,0,1,0
CC(C)=NN(c1ccccc1)c1ccccc1N(=O)=O,1.3218067637047,54.734788732606,7.449592500742241,1.002297063002076,0,1,0,0,1,0
Oc1ccccc1C=NN(c1ccccc1)c1ccccc1N(=O)=O,1.3798430110454,38.975372526327,8.244264320638912,1.0032913806286816,0,1,0,0,1,0
OCCCN1CCN(CC1)c1ccc(cc1)N(=O)=O,1.3139392380894,-49.616054501442,7.236642803632016,1.0055023441422808,0,1,0,0,1,0
CC(=O)N(N(c1ccccc1)c1ccccc1N(=O)=O)C(C)=O,1.4058791679713,-37.735589676431,8.061059377784709,1.0054153660288305,0,1,0,0,1,0
OCC(CO)(N(=O)=O)C(CO)(CO)N(=O)=O,1.6060418473048,-191.67170325068,2.805133145758032,1.0012146306731933,1,0,0,0,1,0
CC(C)ON=C1C(=O)N(c2ccccc2)c2ccccc12,1.3033671604649,-13.639438278534,6.924460198681788,1.0052965610968938,0,1,0,0,1,0
CCOC(=O)C(O)(Cc1c(cccc1N(=O)=O)N(=O)=O)C(=O)OCC,1.4986798042208,-244.15952232167,5.5508859416127,1.0003196843789068,0,1,0,1,0,0
O=N(=O)c1ccc(C2=NN=C(O2)c2cc(cc(c2)N(=O)=O)N(=O)=O)c(c1)N(=O)=O,1.6860989631883,6.8254183126016,1.8338480213346542,1.0047949217854926,1,0,0,0,1,0
COc1ccc(c2c(OC)cccc12)N(=O)=O,1.4094153588774,-55.051507868981,8.010868809434697,1.0055814896932906,0,1,0,0,1,0
COC(=O)C1=C(ON=C1N(=O)=O)c1ccc(cc1)N(=O)=O,1.6038718995234,-65.983567246738,2.8427517594792424,1.0059145402534073,1,0,0,0,1,0
CN1CC(c2cccc(c2)N(=O)=O)C(C#N)(C(N)=O)C21C(=O)N(C)c1ccccc21,1.427354235988,-34.040933141655,7.674588190710097,1.0060164692708338,0,1,0,0,1,0
CC(C=C)C(OC(=O)c1ccc(cc1)N(=O)=O)C(C)C1OC(C)(C)N(C1C)C(C)=O,1.3047493238273,-223.86749902699,6.966737114973762,1.0012984110208711,0,1,0,0,1,0
NN1C=C(C(=N1)N1C=NN=N1)N(=O)=O,1.6072462338918,147.84212035463,2.7845582229639945,1.000451093110902,1,0,0,1,0,0
CC(C=C)C(C)(OC(=O)c1ccc(cc1)N(=O)=O)c1cccc2ccccc12,1.3342573099179,-61.941315398669,7.744684242334268,1.0040374648701302,0,1,0,0,1,0
CC(COC(=O)c1ccc(cc1)N(=O)=O)(OC(=O)c1ccc(cc1)N(=O)=O)C(C=C)c1ccccc1,1.4198951736997,-160.30132826411,7.830101099484622,1.0023269054686492,0,1,0,0,1,0
COc1cccc(c1)C(CC(=O)c1cccc[n+]1[O-])CN(=O)=O,1.393024505437,-68.222990165142,8.19380897967728,1.0067707949480331,0,1,0,0,1,0
CCN(C(=O)CCc1ccccc1)c1ccccc1NCC1=CC(=NO1)c1ccccc1,1.2705009356367,-11.125970103847,5.841459208611201,1.0055022436976864,0,1,0,0,1,0
Oc1ccccc1C=NC(N=Cc1ccccc1O)c1ccc(cc1)N(=O)=O,1.3896471423815,-32.556034841962,8.215193715964148,1.004021066307029,0,1,0,0,1,0
CC1(C)OC2OC(CCN(=O)=O)C(CNC(=O)OCc3ccccc3)C2O1,1.3753030435275,-252.5648529279,8.240887954558756,1.0008044668226275,0,1,0,1,0,0
CCCCCCCCCCCCCCCCCCNc1ccc(cc1N(=O)=O)N(=O)=O,1.1771332215765,-176.07942369247,3.1026940234333553,1.0033230651349623,1,0,0,0,1,0
CC1=NC(=CN1CC(=O)NCc1ccccc1)N(=O)=O,1.3650486487574,-31.92091550993,8.194005946921287,1.0049040680518613,0,1,0,0,1,0
O=N(=O)c1cc2c3ccccc3N(Cc3ccccc3)c2c2ccccc12,1.3769023981735,48.515438026234,8.243298260009043,1.0031215010182999,0,1,0,0,1,0
O=N(=O)N=C1NN=NN1CCN=[N+]=[N-],1.5752309125163,149.25447545864,3.4087013969491897,1.0007089386927925,1,0,0,1,0,0
COC(=O)C1C2=C(C(=O)N(C)C2=O)C2=C(N(C(=O)OC(C)(C)C)c3ccccc23)c2cccc(c12)N(=O)=O,1.4661804584097,-241.15512232826,6.602622257314698,1.0012812086336256,0,1,0,0,1,0
CC1(C)N([O])C(=[N+]([O-])C1(C)C)c1ccc2ccccc2[n+]1[O-],1.3574155613005,16.009081459195,8.124354057656129,1.0039964571605404,0,1,0,0,1,0
CON1CC1(C(N)=O)C(N)=O,1.403976391117,-73.090050178821,8.085692040977216,1.004662629045979,0,1,0,0,1,0
CC1=NOC(=O)C1=Cc1ccccc1O,1.3847360376552,-49.170507516689,8.235940032870165,1.004324927849647,0,1,0,0,1,0
CCOC(=O)C1(C(CN(=O)=O)c2ccc(OC)cc2)N(CCC1=O)C(=O)OC(C)(C)C,1.3656528650114,-308.55976970327,8.198265675033523,1.0011237141215934,0,1,0,0,1,0
Cc1cc2ccccc2[n+]([O-])c1N=[N+]=[N-],1.3956436734198,91.723136601069,8.173287668447685,1.000936318720454,0,1,0,1,0,0
CCCCCCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C1=NC2(CCCCC2)N([O])C1(C)C,1.1841400191378,-294.54772840428,3.259899437651812,1.0002620608222461,1,0,0,1,0,0
CN1C=C(C=C(C1=O)N(=O)=O)C(=O)c1ccccc1O,1.4954242446787,-100.25241406431,5.656591637413902,1.002850217236995,0,1,0,0,1,0
COC(=O)c1ccc(NC2=CC(=NN2C(C)=O)C(C)(C)C)c(c1)N(=O)=O,1.3851032533339,-131.14509235449,8.234816546627993,1.0024401875275142,0,1,0,0,1,0
COc1ccc(CCNc2ccc(cc2N(=O)=O)N(=O)=O)cc1OC,1.4244065762474,-76.731684878024,7.738537961046417,1.0050958181300502,0,0,1,0,1,0
CC(C)c1ccc2c(NC=C2C(CN(=O)=O)c2ccccc2)c1,1.2715991980191,-5.987560121453,5.87888848439864,1.0043607219855837,0,1,0,0,1,0
CC12CC(C=O)C(C(N(=O)=O)C1(O)CCC2=O)c1ccccc1,1.392352432158,-136.1539890725,8.198522414590828,1.00192794049099,0,1,0,0,1,0
CC12CC(C=O)C(C(N(=O)=O)C1(O)CCCC2=O)c1ccccc1,1.3835012480892,-143.84219195211,8.239208163305456,1.0018435911724093,0,1,0,0,1,0
CC(C)(C)OC(=O)NC1CC(C1)NC(=O)c1ccc(cc1)N(=O)=O,1.3434244207575,-167.59280765008,7.923539103907637,1.0011276416596002,0,1,0,0,1,0
O=C(NC1CC2(C1)CC(C2)NC(=O)c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O,1.4213713356167,-79.960327888876,7.801005876148785,1.0040517685247163,0,1,0,0,1,0
