smiles,hof_s
CC(C)C1CCC23OC(CCC2=NNc2ccc(cc2N(=O)=O)N(=O)=O)CC13C,-63.759698103247
COc1cccc(C=NO)c1O,-58.830061088661
CCN(CC)c1ccc(C=Nc2ccc(cc2)N(=O)=O)c(O)c1,-37.900123604182
COC(=O)C1(CC(ON(c2ccccc2)C21C(=O)N(C)c1ccccc21)C=C)C(=O)OC,-160.13312356862
O=C(Nc1ccccc1)c1ccc(cc1)N(=O)=O,-25.242126891412
Cc1cccc(C)c1NC(=O)c1ccc(cc1)N(=O)=O,-42.7069692705
CCc1cccc(CC)c1NC(=O)c1ccc(cc1)N(=O)=O,-56.908316430018
CC(C)(C)c1ccc(cc1)C(=O)Nc1ccc(cc1)N(=O)=O,-60.041803605938
CN(C)C(C)=NO,-11.58533893599
O=C(NCCON(=O)=O)c1ccncc1,-55.147007386051
COc1c2OCCOc2ccc1N(=O)=O,-93.563823210685
O=N(=O)c1ccc(NN=Cc2ccc3OCOc3c2)c(c1)N(=O)=O,-18.633003474347
CC(=O)OCN(CN(CN(COC(C)=O)N(=O)=O)N(=O)=O)N(=O)=O,-180.90276590337
O=N(=O)c1ccc(OC2CCCCO2)cc1,-94.408022129561
CC1=CC(=O)N(CC(=O)c2cccc(c2)N(=O)=O)C2=C1CCCC2,-89.370686624853
O=N(=O)c1ccc(NN=Cc2ccccc2N(=O)=O)cc1,43.532941003839
CC(C)Oc1c(OC(C)=O)c(ccc1N(=O)=O)C(O)=O,-222.82051049952
Cc1cccc(C)c1NC(=O)CN1CCN(CC1)CC1=NC(=NO1)c1ccc(cc1)N(=O)=O,-42.571685751339
O=C1C=CC(=NNc2ccccc2N(=O)=O)c2ccccc12,30.065228476695
O=N(=O)C1=CN(Cc2ccc(CN3C=C(C=N3)N(=O)=O)cc2)N=C1,66.22538186822
CC(=O)C1C(C)(C)CC(CC1(C)C)=NO,-86.780021870931
CC(C)=NNc1ccc(cc1)N(=O)=O,17.434619125193
CC(=O)c1ccc(cc1)c1ccccc1N(=O)=O,-24.625437982404
CCCCCOc1cc(C#C)c(cc1OCCCCC)N(=O)=O,-84.091992438075
CCCCOc1cc(C#C)c(cc1OCCCC)N(=O)=O,-66.877873570621
O=CN1CC(C1)(N(=O)=O)N(=O)=O,-36.219625837072
O=C(N1CC(C1)(N(=O)=O)N(=O)=O)N1CC(C1)(N(=O)=O)N(=O)=O,-36.270253400542
CC(=O)N(C(C)=O)C1=C(c2ccccc2)C(=NO1)c1ccccc1,-48.796220349752
COC(=O)C1=C(C(=O)OC)C2(N(O1)C(C)COC2=O)c1ccccc1,-214.18899071784
CCCc1c2Oc3cc(Oc4cccc(Oc5cc(Oc1ccc2)c(cc5N(=O)=O)N(=O)=O)c4CCC)c(cc3N(=O)=O)N(=O)=O,-132.7800765459
C[N+]([O-])=Cc1ccc2cccc(O)c2n1,-7.9617471405176
CC(=O)ON1CN(CN(C1)OC(C)=O)OC(C)=O,-160.49807947506
CC#CCC(OC(=O)c1ccc(cc1)N(=O)=O)C1(O)C(=O)OCC1(C)C=C,-167.0430784803
Cc1cc(cc2CCCC(c12)=C1C2=CC=CN2c2ccccc12)N(=O)=O,46.299840372432
COC(=O)Cc1c(OC)c(cc2c1Oc1c(CN3C(=O)c4ccccc4C3=O)c(OC)c(cc1C2(C)C)c1ccc(C=O)cc1)c1cccc(c1)N(=O)=O,-305.13210024772
CN1N(c2ccccc2)C(=O)C(=C1C)N=Cc1ccccc1N(=O)=O,26.97830417792
COc1ccc(cc1)C=C1CCCC2=C1OC(=C(C2c1ccc(OC)cc1)C1=NC(=NO1)c1ccccc1)N,-59.36169364144
COC(=O)Cc1ccccc1OCC1=NC(=NO1)c1cccc(OC)c1,-127.89290588202
O=N(=O)C1=C(N(Cc2ccccc2)Cc2ccccc2)C2=NO[N+](=C2C(=C1N(Cc1ccccc1)Cc1ccccc1)N(=O)=O)[O-],115.06977548849
CCOc1ccc(cc1)N=CC=Cc1ccccc1N(=O)=O,-2.384453193652
Cc1cccc(C(=O)Nc2ccccc2NC(=O)c2cccc(C)c2N(=O)=O)c1N(=O)=O,-69.480304385508
O=C1c2ccccc2C(CCCCC2(c3ccccc3C(=O)c3ccccc23)N(=O)=O)(c2ccccc12)N(=O)=O,-74.060189884991
CC(=NNc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)c1ccccc1,33.129052652464
Oc1ccc(cc1C=NNC(=O)c1ccccc1O)N(=O)=O,-79.649544089363
OCC(CO)N(=O)=O,-108.56154081619
COc1cc2CCN(Cc2cc1OC)CC1=[N+]([O-])ON=C1c1ccccc1,-7.9869729114002
CCC1=NN(C)C(=C1N(=O)=O)C(=O)N1C=Nc2ccccc12,12.218241612471
COC(=O)C1=C(N=NN1Cc1ccccc1)c1c(cccc1N(=O)=O)c1ccccc1,1.28165789262
COc1c(OC)c2cc(cc3c(OC)c(OC)c4cc(cc1c4c23)C1=NC(C)(C)C(C)(C)N1[O])C1=NC(C)(C)C(C)(C)N1[O],-116.09075371944
COc1c(OC)c2cc(cc3c(OC)c(OC)c4cc(cc1c4c23)C1=[N+]([O-])C(C)(C)C(C)(C)N1[O])C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],-141.08585711304
COc1c(O)cccc1N(=O)=O,-68.685996707731
CNC(=O)C1CCCN1C(=O)c1ccccc1NC(=O)c1ccccc1N(=O)=O,-126.88199349482
CC(C)(C)NC(=O)C1CCCN1C(=O)c1ccccc1NC(=O)c1ccccc1N(=O)=O,-155.94550623816
CC(=O)OCC1OC(Oc2cc(c(cc2OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)N(=O)=O)N(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,-990.16763380066
ON=Cc1cc(C=NO)cc(C=NO)c1,29.131826506634
COc1ccc(cc1)C1=CCCCC1=NO,-20.413166343377
ON=C1CCCC=C1c1ccccc1,17.022855125458
Cc1ccc(cc1C)C1=CCCCC1=NO,-2.2218962550825
OC(c1ccccc1)C(=NNc1ccc(cc1N(=O)=O)N(=O)=O)c1ccccc1,12.071341790945
O=N(=O)c1ccc(NN=C2CCCCCCC2)c(c1)N(=O)=O,-11.717925631015
O=C(N1CCc2cc(ccc12)N(=O)=O)c1ccccc1,-23.37386994898
O=N(=O)NC1=NC(=NN1)C(N(=O)=O)(N(=O)=O)N(=O)=O,47.831366568524
CN1C=C(C)C(=N1)N(=O)=O,14.017850846611
CCC(C)(C)c1ccc(OC)c(c1)C1C(C(ON1c1ccccc1)c1ccccc1OC)N(=O)=O,-85.42303048723
CCOC(=NO)c1ccccc1,-31.10851124675
O=N(=O)C12CC3CC1CC3(C2)N(=O)=O,-13.709698188421
COc1ccc(cc1)C=C1OC(=Nc2ccccc12)c1ccc(cc1)N(=O)=O,-16.029122783733
NC(N)=Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,2.4484650295504
CCC(=O)Nc1ccc(cc1)N(=O)=O,-61.24980894925
COc1ccc(c(c1)C1(CCN(C)C1)C(=O)OC1CCCCC1c1ccccc1)N(=O)=O,-143.08769522712
CN1CC2(C(Oc3ccccc3C2C21C(=O)Nc1ccccc21)c1cccc2ccccc12)N(=O)=O,-18.110420087171
ON=C(CN(CC(=NO)C1=CC=CO1)c1ccccc1)C1=CC=CO1,18.646928985845
CCN(CC)c1ccc(C=NOCCON=Cc2ccc(cc2O)N(CC)CC)c(O)c1,-115.28810189166
ON1C(=O)Cc2ccccc2C1=O,-77.606060899607
CC1(C)C2CCC1(C)C1(O)ON=C(C21)c1ccccc1,-44.566330404406
CC(C)C1C(N(C)C(CC1=NOC(=O)c1cccc(C)c1)c1ccccc1)c1ccccc1,-40.733770264723
CC(C)(C)N1OC(=C(C1c1ccccc1)C(=O)c1ccccc1)C(=O)c1ccccc1,-36.262056177054
O=C1Cc2ccccc2C(=O)N1OCc1ccccc1,-58.212410878517
COc1ccc(cc1)C1Oc2ccccc2C2C1(C1CCCCN1C12C(=O)Nc2ccccc12)N(=O)=O,-79.660782478438
Nc1ccc(cc1N=Cc1ccncc1)N(=O)=O,45.900968273924
O=N(=O)c1ccc([O-])c(C=[NH+]C2CCCCC2[NH+]=Cc2cc(ccc2[O-])N(=O)=O)c1,-81.163353670906
O=C1c2ccccc2C(CCCC2(c3ccccc3C(=O)c3ccccc23)N(=O)=O)(c2ccccc12)N(=O)=O,-53.543117202375
Cc1c(cccc1N(=O)=O)N=Cc1cc(ccc1O)N(=O)=O,-29.580843057787
COc1cc(OC)c(C=NNc2ccc(cc2N(=O)=O)N(=O)=O)cc1OC,-73.121873188727
CC(CC(C)=COC(=O)c1ccc(cc1)N(=O)=O)C=CC(=O)N1C(COC1=O)Cc1ccccc1,-217.65452201019
CC1=C(C#N)C(=O)NC1=Cc1ccc(cc1)N(=O)=O,5.3020145700352
O=N(=O)c1ccc(Cc2ccncc2)cc1,22.793773123469
CC(=O)C1=C(O)C(=C2C3C(CCCCCCCC3=O)ON2C1=O)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-277.84731538265
Cc1ccc(cc1)C1=NC(c2ccc(cc2)N(=O)=O)C2(O1)C(=O)c1cccc3cccc2c13,-21.665664807205
CC(C)(C)NC(=O)C1(CCCCC1)C1C(=O)ON(C1=O)c1ccccc1,-169.51421730788
CC(=NO)C(C)=NCc1ccccn1,31.833120857604
O=N(=O)c1ccc(cc1)C1=CN(CC2COCc3ccccc3O2)N=N1,-1.9114514495292
CCC1(CC(Nc2ccc(OC)cc12)c1ccc(cc1)N(=O)=O)c1ccccc1O,-58.862403403561
CCOC(C)N1N=Cc2c1cccc2N(=O)=O,-24.684772208236
COC(=O)C(CC1=CNc2ccccc12)N1C(=O)c2ccccc2N=C1C(C)=NOCc1ccccc1,-70.752417028102
Oc1ccc(cc1C=NC1CCCCC1[NH+]=Cc1cc(ccc1[O-])N(=O)=O)N(=O)=O,-90.781908114944
NC(=NO)c1cnc(nc1Cc1ccccc1)c1ccccc1,56.401648181988
[O]n1ccn([O])cc1,28.809617114402
CN1C(=O)C2(OC(=NC2c2ccc(cc2)N(=O)=O)c2ccccc2)c2ccccc12,-32.125768921483
CCC1ON2CCc3ccccc3C2C1C#N,24.07523993079
CC(C)=NN(c1ccccc1)c1ccccc1N(=O)=O,54.734788732606
Oc1ccccc1C=NN(c1ccccc1)c1ccccc1N(=O)=O,38.975372526327
OCCCN1CCN(CC1)c1ccc(cc1)N(=O)=O,-49.616054501442
CC(=O)N(N(c1ccccc1)c1ccccc1N(=O)=O)C(C)=O,-37.735589676431
OCC(CO)(N(=O)=O)C(CO)(CO)N(=O)=O,-191.67170325068
CC(C)ON=C1C(=O)N(c2ccccc2)c2ccccc12,-13.639438278534
CCOC(=O)C(O)(Cc1c(cccc1N(=O)=O)N(=O)=O)C(=O)OCC,-244.15952232167
O=N(=O)c1ccc(C2=NN=C(O2)c2cc(cc(c2)N(=O)=O)N(=O)=O)c(c1)N(=O)=O,6.8254183126016
COc1ccc(c2c(OC)cccc12)N(=O)=O,-55.051507868981
COC(=O)C1=C(ON=C1N(=O)=O)c1ccc(cc1)N(=O)=O,-65.983567246738
CN1CC(c2cccc(c2)N(=O)=O)C(C#N)(C(N)=O)C21C(=O)N(C)c1ccccc21,-34.040933141655
CC(C=C)C(OC(=O)c1ccc(cc1)N(=O)=O)C(C)C1OC(C)(C)N(C1C)C(C)=O,-223.86749902699
NN1C=C(C(=N1)N1C=NN=N1)N(=O)=O,147.84212035463
CC(C=C)C(C)(OC(=O)c1ccc(cc1)N(=O)=O)c1cccc2ccccc12,-61.941315398669
CC(COC(=O)c1ccc(cc1)N(=O)=O)(OC(=O)c1ccc(cc1)N(=O)=O)C(C=C)c1ccccc1,-160.30132826411
COc1cccc(c1)C(CC(=O)c1cccc[n+]1[O-])CN(=O)=O,-68.222990165142
CCN(C(=O)CCc1ccccc1)c1ccccc1NCC1=CC(=NO1)c1ccccc1,-11.125970103847
Oc1ccccc1C=NC(N=Cc1ccccc1O)c1ccc(cc1)N(=O)=O,-32.556034841962
CC1(C)OC2OC(CCN(=O)=O)C(CNC(=O)OCc3ccccc3)C2O1,-252.5648529279
CCCCCCCCCCCCCCCCCCNc1ccc(cc1N(=O)=O)N(=O)=O,-176.07942369247
CC1=NC(=CN1CC(=O)NCc1ccccc1)N(=O)=O,-31.92091550993
O=N(=O)c1cc2c3ccccc3N(Cc3ccccc3)c2c2ccccc12,48.515438026234
O=N(=O)N=C1NN=NN1CCN=[N+]=[N-],149.25447545864
COC(=O)C1C2=C(C(=O)N(C)C2=O)C2=C(N(C(=O)OC(C)(C)C)c3ccccc23)c2cccc(c12)N(=O)=O,-241.15512232826
CC1(C)N([O])C(=[N+]([O-])C1(C)C)c1ccc2ccccc2[n+]1[O-],16.009081459195
CON1CC1(C(N)=O)C(N)=O,-73.090050178821
CC1=NOC(=O)C1=Cc1ccccc1O,-49.170507516689
CCOC(=O)C1(C(CN(=O)=O)c2ccc(OC)cc2)N(CCC1=O)C(=O)OC(C)(C)C,-308.55976970327
Cc1cc2ccccc2[n+]([O-])c1N=[N+]=[N-],91.723136601069
CCCCCCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C1=NC2(CCCCC2)N([O])C1(C)C,-294.54772840428
CN1C=C(C=C(C1=O)N(=O)=O)C(=O)c1ccccc1O,-100.25241406431
COC(=O)c1ccc(NC2=CC(=NN2C(C)=O)C(C)(C)C)c(c1)N(=O)=O,-131.14509235449
COc1ccc(CCNc2ccc(cc2N(=O)=O)N(=O)=O)cc1OC,-76.731684878024
CC(C)c1ccc2c(NC=C2C(CN(=O)=O)c2ccccc2)c1,-5.987560121453
CC12CC(C=O)C(C(N(=O)=O)C1(O)CCC2=O)c1ccccc1,-136.1539890725
CC12CC(C=O)C(C(N(=O)=O)C1(O)CCCC2=O)c1ccccc1,-143.84219195211
CC(C)(C)OC(=O)NC1CC(C1)NC(=O)c1ccc(cc1)N(=O)=O,-167.59280765008
O=C(NC1CC2(C1)CC(C2)NC(=O)c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O,-79.960327888876
CCC1C(C(=C(OC(=CC1=O)c1ccccc1)C#Cc1ccccc1)CC)c1ccc(cc1)N(=O)=O,-8.4406651043484
CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)C(C)(C=O)C(CN(=O)=O)c1ccccc1,-271.66393024701
COc1ncc(c2ccccc2)c2c1cccc2N(=O)=O,6.4186302525196
COc1cc2OC(=O)C(C)(CC=C)C(c3ccc(cc3)N(=O)=O)c2c(OC)c1OC,-168.45564186785
CCOC(=O)C1=C(C)OC(=C(C#N)C21C(=O)Nc1ccc(cc21)N(=O)=O)N,-122.26784506986
OC(CN(=O)=O)C1=COc2cc(OCc3ccccc3)ccc2C1=O,-136.76524194389
CC1(C)CC(C)(C)C2=[N+]([O-])c3ccccc3C2=C1,1.0158301578666
O=C1CCC(=O)N1OC(=O)c1cc2CCc3ccc(CCc4ccc(CCc1cc2)cc4)cc3,-125.72631597364
CCOC(=O)C(CC=C)(CC=C)C(=O)c1ccc(cc1)N(=O)=O,-113.50170807935
CCCCCCCCCCOc1ccc(cc1)C1=NC2(CCCCC2)N([O])C1(C)C,-138.24797704159
COC(=O)C1ON(C2OCC3OC(C)(C)OC23)C(C1C(=O)OC)c1ccccc1,-298.41995158251
CC1(C)C2=CC=C(N2)C(C)(C)C2=CC=C(N2)C(C)(C)C2=C(NC(=C2)C(C)(C)C2=CC=C1N2)N=Nc1ccc(cc1)N(=O)=O,45.661929903017
CC(C)(C)OC(=O)N1C2C3Oc4ccccc4C(=O)C3C1N(OCc1ccccc1)C(=O)N2OCc1ccccc1,-198.30756863283
CN(C)C1=CC=C(c2cc(nc(c2)c2ccccn2)c2ccccn2)C2=NON=C12,130.79731135267
CC(=O)N1OC(=O)c2c(C)cc(C)nc12,-83.245805132161
CC1CC2CC(C)C(=O)N(O)C2([N+](=C1N)[O-])c1ccccc1,-55.247424298627
Nc1ccc(cc1O)N(=O)=O,-38.312562059193
CC1(C)CC2C(OC1OC2(C)C)c1ccc(cc1)N(=O)=O,-107.3248338184
ON=C(c1ccccc1)C(=O)c1ccccc1,3.8288994677594
OC(=O)C1CC=CC2CN(OCc3ccccc3)C(=O)C12,-121.19811407127
O=C(N1CCNCC1)c1ccc(cc1)N(=O)=O,-39.619944250063
CC(C)(C)C(=O)Nc1ccc(c2cccnc12)N(=O)=O,-52.632474225509
COc1cccc2C(CN(=O)=O)C(C)C(=O)Oc12,-131.18196258705
CC(=O)N1CN(CN(CN(C1)N(=O)=O)C(C)=O)N(=O)=O,-81.930150925245
CCN(CC)c1ccc(cc1)C=C(C#N)c1ccc(cc1)N(=O)=O,35.971434384661
CCOc1cc(ccc1C=C(C#N)c1ccc(cc1)N(=O)=O)N(CC)CC,-17.369263925801
O=N(=O)c1cc(c2Oc3cc4ccccc4cc3Oc3cc(Oc4cc5ccccc5cc4Oc1c2)c(cc3N(=O)=O)N(=O)=O)N(=O)=O,-62.380160045075
COc1cc(c2ncccc2c1OC(C)=O)N(=O)=O,-93.265656928227
CCOC(=O)C1(Cc2ccccc2N(C)C1c1ccccc1)N(=O)=O,-78.760810719335
Oc1c2C(=O)c3ccccc3C(=O)c2c(O)c(c1N(=O)=O)N(=O)=O,-130.16196797343
COC(=O)c1ccc(cc1)N(O)c1ccccc1c1ccccn1,-35.196225639744
CC(C)=NOCc1ccccc1OC(=O)c1ccccc1,-69.268820545596
NC(=NO)C(CCCNC(=O)C1=CC=CN1)=NO,-41.516103628753
OCC1(CO)COC(N1)c1cccc(c1)N(=O)=O,-114.97020145222
CC(=O)OCC(COC(C)=O)(COC(C)=O)N=Cc1ccc(cc1)N(=O)=O,-283.70673174943
COC(=O)C1(CC2COC(N2C1=O)c1ccccc1)c1ccc(cc1N(=O)=O)N(=O)=O,-149.84473726003
CCCCNc1cc(c(C)c[n+]1[O-])N(=O)=O,-31.563001300116
COC1CC2C(C(C(=O)OC)C1(CO)N2C(=O)OC(C)(C)C)N(=O)=O,-304.86770338659
COC1CC2C(C(N(=O)=O)C1(CO)N2C(=O)OC(C)(C)C)C(=O)OC,-304.11387951703
NC(C#N)=C(N=CC=Cc1ccc(cc1)N(=O)=O)C#N,99.181326705427
CC(C)(C)N([O])c1ccc2c(c1)C(C)(C)C1=C2c2ccc(cc2C1(C)C)N([O])C(C)(C)C,6.9700439871925
CCCCCCNC(=O)Nc1ccc(cc1)N(=O)=O,-95.650209936849
CNc1ccc(cc1OCCOCCO)N(=O)=O,-125.78122923985
CC(=O)C1=C(C)OC(=NO)C1c1ccccc1,-52.513202437688
ON=C1OC2=C(C1c1ccccc1)C(=O)CCC2,-50.264955629412
CC12CCC1C(CCOC(=O)c1ccc(cc1)N(=O)=O)C(=O)O2,-183.93123605643
O=N(=O)c1ccc(Nc2ccc(cc2)N=Nc2ccccc2)c(c1)N(=O)=O,68.452973180893
CN1OC(CC1c1ccccc1)C(O)=O,-79.368259362762
COc1cc(OC)c2c(c1)C(OC(=O)C13CCC(C)(C(=O)O1)C3(C)C)C1(CC=C(C)C)C=CC(OC)(OC)C3=C1C2=NO3,-313.70087213576
COc1ccc(cc1)C(=O)C(=NO)c1ccc(OC)cc1,-75.09932727516
CC1(OC1c1ccccc1)N(=O)=O,-23.271006953509
O=N(=O)C1(OC1c1ccccc1)c1ccccc1,5.9708581155973
CC(=O)Oc1ccc(cc1)C=CC(=Nc1c(C)cccc1C)c1ccccc1N(=O)=O,-49.318232003242
COc1cc[n+]([O-])c(c1)C1=CC=CN1Cc1ccccc1,19.405007044284
CC(C)(C)C(OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C1CC2CC(C1=C)C2(C)C,-120.83816153504
CC1=NC(=NO1)c1cccnc1N,23.358518113996
CC(C)(C)C1=NN(C(=C1)N)c1ccc(cc1)N(=O)=O,16.586585488704
Oc1c(cccc1N(=O)=O)C(=O)N=[N+]=[N-],-6.4991587064154
O=C1C2C(CN1OCc1ccccc1)C=CCC2C(=O)N1CCCC1C#N,-56.783179942007
CC(=O)OC1CC(OC(=O)c2ccc(cc2)N(=O)=O)C2(C)OC2C1,-225.02101939933
CC(=O)C(CN1CCN(CC1)CC(=Cc1ccccc1N(=O)=O)C(C)=O)=Cc1ccccc1N(=O)=O,-58.122654000605
CCOC(=O)C1CC23CCCCC2=C(C)CON3O1,-119.86882223745
CC(=O)C1=C(C)NC(=C(C1c1ccc(cc1)N(=O)=O)C(C)=O)C,-79.405207391172
CC(C)=CCC1CC=CC(OC(=O)c2ccc(cc2)N(=O)=O)C1(C)C,-114.57634905829
O=C(OC(C1OC(CC2CCCCC12)c1ccccc1)c1ccccc1)c1ccc(cc1)N(=O)=O,-147.28101151751
O=N(=O)C12C3CC4C5C3C1C5C(C24)(N(=O)=O)N(=O)=O,14.069189557481
CN1c2ccccc2N(Cc2ccc(cc2)N(=O)=O)c2ccccc12,50.017432087255
O=C1N(CNc2ccccc12)N=Cc1ccc(cc1)N(=O)=O,20.113797997371
Nc1nc(nc(N)c1N=O)N1CCOCC1,-13.021125081769
O=N(=O)c1cccc(NCNc2cccc(c2)N(=O)=O)c1,11.326765290881
O=N(=O)c1ccc(cc1)C1=NC=C2OC(=NN12)C1CCC1,46.144157722082
CC1=NN(c2ccccc2)C(=C1N=Nc1ccccc1N(=O)=O)N,97.583969017398
O=N(=O)c1ccc(cc1)C1C(c2ccccc2)C1(C#N)C#N,94.719395168732
ON=C1CCCCCCCCCC1,-49.591300655691
CON1C(=O)c2ccccc2C21CCCCC2,-52.28335759893
CC(C)C(=NNc1ccc(cc1C)N(=O)=O)C(Nc1ccc(C)cc1)c1ccccc1,18.806870984501
CC(=O)C(C)=NNc1ccccc1N(=O)=O,-19.011142727551
CC(=NNc1ccccc1N(=O)=O)C(C)=NNc1ccccc1N(=O)=O,50.149988101882
CC(=O)C(C)=NNc1ccc(cc1N(=O)=O)N(=O)=O,-28.902111164324
CC(C)(C)NC(=O)C1=NOC(=C1c1ccccc1)NC(C)(C)C,-75.873998479683
COc1ccc(CN2C(=CC(=O)c3cc(ccc23)N(=O)=O)c2ccc(C)cc2)cc1,-45.52313219457
O=C1C=C(N(CCCc2ccccc2)c2ccc(cc12)N(=O)=O)c1ccccc1,-13.297418806156
CC(N1c2ccc(cc2C(=O)C=C1c1ccc(C)cc1)N(=O)=O)c1ccccc1,-9.0954126220033
NC(=O)C(N=Cc1ccc(cc1)N(=O)=O)c1ccccc1,-16.050798650978
NC(=O)C(N=Cc1cccc(c1)N(=O)=O)c1ccccc1,-16.083196808731
O=N(=O)NN1N=NNC1=NN(=O)=O,119.45298051574
CCOC(=O)C1=NOC(=C1C(C)=NNC(=O)Nc1ccccc1)C,-95.075956781493
CCOC(=O)C1=NOC(=C1C(C)=NNc1ccc(cc1N(=O)=O)N(=O)=O)C,-77.787459740855
CON1C(=O)c2ccc(OC)cc2CC1(C)C,-91.740811279523
CCCCC1(COC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)CC2(OC(C)C(C)O2)C=C1,-218.91463473782
O=C1CCCC21COC(C2)c1ccc(cc1)N(=O)=O,-89.470048682656
O=C1CCCCC21COC(C2)c1ccc(cc1)N(=O)=O,-98.576912559901
O=N(=O)c1ccc(cc1)C=Nc1ccc(Nc2ccccc2)cc1,52.849367215419
O=N(=O)c1ccc(C=Nc2ccc(Nc3ccccc3)cc2)c(c1)N(=O)=O,48.012676872466
CCN(CC)c1ccc(cc1)N=Cc1ccc(cc1)N(=O)=O,13.931927019195
CC(C)C1OC(=O)C(=C1c1ccc(cc1)N(=O)=O)C,-103.12489367556
COC(=O)C1=CC(c2ccccc2)C(C#CCOCc2ccccc2)(N(=O)=O)C21C(=O)N(C)c1ccccc21,-68.405486873008
O=C(Nc1c(ccc2cccnc12)N(=O)=O)C1=CC=CO1,-22.890112313045
CC(=O)Nc1c(ccc2cccnc12)N(=O)=O,-23.506810683493
CC1=NON=C1NC(=O)Cc1ccccc1,0.65910767007026
O=C(NCc1ccccc1N(=O)=O)Nc1cccc2ccccc12,-22.748073405157
CON=[N+]([O-])N=C(N)c1ccccc1,55.101904049032
CN(C)C(=N[N+]([O-])=NOCc1ccccc1)c1ccccc1,74.73578713006
CC(C)(C)C1=CC(C)(C(=O)C(C)(C1N(=O)=O)N(=O)=O)N(=O)=O,-94.17775768343
CCC(C=O)C(CN(=O)=O)N1C(=O)c2ccccc2C1=O,-138.04206205681
O=CC(Cc1ccccc1)C(CN(=O)=O)N1C(=O)c2ccccc2C1=O,-111.77497670386
O=NN1CCN(CC1)N=O,30.828921614232
CC(C)(C)OC(=O)c1cc2cc(cc(c2cc1O)N(=O)=O)N(=O)=O,-159.50840315293
CCOC(=O)c1cc2cc(cc(c2cc1O)N(=O)=O)N(=O)=O,-141.44995697768
O=N(=O)C(CC(N(=O)=O)(N(=O)=O)N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O,-41.380277062406
COc1ccc(cc1)N1C=CC=C(C=O)C1c1cccc(c1)N(=O)=O,-20.616001759666
CC(=O)C=Cc1ccccc1C1=CC(=NO1)C(C)(C)C,-35.461741136836
COC(=O)C1=C2NCCC(C2CC1)c1cc(OC)c(OC)cc1N(=O)=O,-168.35855433417
Oc1c2COCCOCCOCCOCCOCc1cc(c2)N(=O)=O,-245.59773414403
CC(=O)N1C(Cc2ccccc2)C(=O)NC(=CC2=CN(C(=O)OC(C)(C)C)c3cccc(c23)N(=O)=O)C1=O,-222.08002620624
O=C1CCOC(=O)CCCCCCC(CC1)N(=O)=O,-202.3578914422
OC(=O)CCCCC1(CCC(=O)O1)N(=O)=O,-228.25995980112
OCC1=CC2CCC1ON2C(=O)c1ccccc1,-47.707876625684
