smiles,density
CN(C)C(C)=NO,1.141029156662
O=C(NCCON(=O)=O)c1ccncc1,1.4414484802172
COc1c2OCCOc2ccc1N(=O)=O,1.5000999072223
O=N(=O)c1ccc(NN=Cc2ccc3OCOc3c2)c(c1)N(=O)=O,1.5498606942563
CC(=O)OCN(CN(CN(COC(C)=O)N(=O)=O)N(=O)=O)N(=O)=O,1.602632074015
O=N(=O)c1ccc(OC2CCCCO2)cc1,1.3788510546579
CC1=CC(=O)N(CC(=O)c2cccc(c2)N(=O)=O)C2=C1CCCC2,1.3855408753593
O=N(=O)c1ccc(NN=Cc2ccccc2N(=O)=O)cc1,1.4666113182273
CC(C)Oc1c(OC(C)=O)c(ccc1N(=O)=O)C(O)=O,1.4556396656249
Cc1cccc(C)c1NC(=O)CN1CCN(CC1)CC1=NC(=NO1)c1ccc(cc1)N(=O)=O,1.3557850005083
O=C1C=CC(=NNc2ccccc2N(=O)=O)c2ccccc12,1.4363842744384
O=N(=O)C1=CN(Cc2ccc(CN3C=C(C=N3)N(=O)=O)cc2)N=C1,1.4625455764055
CC(=O)C1C(C)(C)CC(CC1(C)C)=NO,1.1862845023404
CC(C)=NNc1ccc(cc1)N(=O)=O,1.3169417583439
CC(=O)c1ccc(cc1)c1ccccc1N(=O)=O,1.3633038756576
CCCCCOc1cc(C#C)c(cc1OCCCCC)N(=O)=O,1.2161346615359
CCCCOc1cc(C#C)c(cc1OCCCC)N(=O)=O,1.2424051797885
O=CN1CC(C1)(N(=O)=O)N(=O)=O,1.6142135286321
O=C(N1CC(C1)(N(=O)=O)N(=O)=O)N1CC(C1)(N(=O)=O)N(=O)=O,1.6907934242425
CC(=O)N(C(C)=O)C1=C(c2ccccc2)C(=NO1)c1ccccc1,1.3470595695439
COC(=O)C1=C(C(=O)OC)C2(N(O1)C(C)COC2=O)c1ccccc1,1.4460830426749
CCCc1c2Oc3cc(Oc4cccc(Oc5cc(Oc1ccc2)c(cc5N(=O)=O)N(=O)=O)c4CCC)c(cc3N(=O)=O)N(=O)=O,1.5177424380146
C[N+]([O-])=Cc1ccc2cccc(O)c2n1,1.3591216428656
CC(=O)ON1CN(CN(C1)OC(C)=O)OC(C)=O,1.4170012335536
CC#CCC(OC(=O)c1ccc(cc1)N(=O)=O)C1(O)C(=O)OCC1(C)C=C,1.4040408532992
Cc1cc(cc2CCCC(c12)=C1C2=CC=CN2c2ccccc12)N(=O)=O,1.3599385507364
COC(=O)Cc1c(OC)c(cc2c1Oc1c(CN3C(=O)c4ccccc4C3=O)c(OC)c(cc1C2(C)C)c1ccc(C=O)cc1)c1cccc(c1)N(=O)=O,1.4330237934227
CN1N(c2ccccc2)C(=O)C(=C1C)N=Cc1ccccc1N(=O)=O,1.377960672291
COc1ccc(cc1)C=C1CCCC2=C1OC(=C(C2c1ccc(OC)cc1)C1=NC(=NO1)c1ccccc1)N,1.3458354870989
COC(=O)Cc1ccccc1OCC1=NC(=NO1)c1cccc(OC)c1,1.3750381277602
O=N(=O)C1=C(N(Cc2ccccc2)Cc2ccccc2)C2=NO[N+](=C2C(=C1N(Cc1ccccc1)Cc1ccccc1)N(=O)=O)[O-],1.416198651476
CCOc1ccc(cc1)N=CC=Cc1ccccc1N(=O)=O,1.3125778323928
Cc1cccc(C(=O)Nc2ccccc2NC(=O)c2cccc(C)c2N(=O)=O)c1N(=O)=O,1.4500195120509
O=C1c2ccccc2C(CCCCC2(c3ccccc3C(=O)c3ccccc23)N(=O)=O)(c2ccccc12)N(=O)=O,1.4232569728171
CC(=NNc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)c1ccccc1,1.5332737370495
Oc1ccc(cc1C=NNC(=O)c1ccccc1O)N(=O)=O,1.4811881344638
OCC(CO)N(=O)=O,1.4358830647288
COc1cc2CCN(Cc2cc1OC)CC1=[N+]([O-])ON=C1c1ccccc1,1.3587493123333
CCC1=NN(C)C(=C1N(=O)=O)C(=O)N1C=Nc2ccccc12,1.4312281784161
COC(=O)C1=C(N=NN1Cc1ccccc1)c1c(cccc1N(=O)=O)c1ccccc1,1.4007136647528
COc1c(OC)c2cc(cc3c(OC)c(OC)c4cc(cc1c4c23)C1=NC(C)(C)C(C)(C)N1[O])C1=NC(C)(C)C(C)(C)N1[O],1.3428784603927
COc1c(OC)c2cc(cc3c(OC)c(OC)c4cc(cc1c4c23)C1=[N+]([O-])C(C)(C)C(C)(C)N1[O])C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],1.3824444843555
COc1c(O)cccc1N(=O)=O,1.4693306322755
CNC(=O)C1CCCN1C(=O)c1ccccc1NC(=O)c1ccccc1N(=O)=O,1.4131417667374
CC(C)(C)NC(=O)C1CCCN1C(=O)c1ccccc1NC(=O)c1ccccc1N(=O)=O,1.3587359081234
CC(=O)OCC1OC(Oc2cc(c(cc2OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)N(=O)=O)N(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,1.5229267335008
ON=Cc1cc(C=NO)cc(C=NO)c1,1.3774625335925
COc1ccc(cc1)C1=CCCCC1=NO,1.2641551873001
ON=C1CCCC=C1c1ccccc1,1.2347041857627
Cc1ccc(cc1C)C1=CCCCC1=NO,1.2027007870993
OC(c1ccccc1)C(=NNc1ccc(cc1N(=O)=O)N(=O)=O)c1ccccc1,1.4352092015388
O=N(=O)c1ccc(NN=C2CCCCCCC2)c(c1)N(=O)=O,1.3891873675711
O=C(N1CCc2cc(ccc12)N(=O)=O)c1ccccc1,1.4053763652782
O=N(=O)NC1=NC(=NN1)C(N(=O)=O)(N(=O)=O)N(=O)=O,1.8651096163451
CN1C=C(C)C(=N1)N(=O)=O,1.3816365796882
CCC(C)(C)c1ccc(OC)c(c1)C1C(C(ON1c1ccccc1)c1ccccc1OC)N(=O)=O,1.3067553587621
CCOC(=NO)c1ccccc1,1.2567685682506
O=N(=O)C12CC3CC1CC3(C2)N(=O)=O,1.4997118972604
COc1ccc(cc1)C=C1OC(=Nc2ccccc12)c1ccc(cc1)N(=O)=O,1.3997304536119
NC(N)=Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,1.6544782701304
CCC(=O)Nc1ccc(cc1)N(=O)=O,1.3678896253461
COc1ccc(c(c1)C1(CCN(C)C1)C(=O)OC1CCCCC1c1ccccc1)N(=O)=O,1.3177637328838
CN1CC2(C(Oc3ccccc3C2C21C(=O)Nc1ccccc21)c1cccc2ccccc12)N(=O)=O,1.4227094414802
ON=C(CN(CC(=NO)C1=CC=CO1)c1ccccc1)C1=CC=CO1,1.3786018265906
CCN(CC)c1ccc(C=NOCCON=Cc2ccc(cc2O)N(CC)CC)c(O)c1,1.2536076997976
ON1C(=O)Cc2ccccc2C1=O,1.4550643080816
CC1(C)C2CCC1(C)C1(O)ON=C(C21)c1ccccc1,1.2844737619406
CC(C)C1C(N(C)C(CC1=NOC(=O)c1cccc(C)c1)c1ccccc1)c1ccccc1,1.2459402860063
CC(C)(C)N1OC(=C(C1c1ccccc1)C(=O)c1ccccc1)C(=O)c1ccccc1,1.2908117531507
O=C1Cc2ccccc2C(=O)N1OCc1ccccc1,1.3681904937574
COc1ccc(cc1)C1Oc2ccccc2C2C1(C1CCCCN1C12C(=O)Nc2ccccc12)N(=O)=O,1.4161941923709
Nc1ccc(cc1N=Cc1ccncc1)N(=O)=O,1.3936388085269
O=N(=O)c1ccc([O-])c(C=[NH+]C2CCCCC2[NH+]=Cc2cc(ccc2[O-])N(=O)=O)c1,1.4480946527246
O=C1c2ccccc2C(CCCC2(c3ccccc3C(=O)c3ccccc23)N(=O)=O)(c2ccccc12)N(=O)=O,1.4437873891036
Cc1c(cccc1N(=O)=O)N=Cc1cc(ccc1O)N(=O)=O,1.4837890070208
COc1cc(OC)c(C=NNc2ccc(cc2N(=O)=O)N(=O)=O)cc1OC,1.4744397065543
CC(CC(C)=COC(=O)c1ccc(cc1)N(=O)=O)C=CC(=O)N1C(COC1=O)Cc1ccccc1,1.361738194482
CC1=C(C#N)C(=O)NC1=Cc1ccc(cc1)N(=O)=O,1.4187214559263
O=N(=O)c1ccc(Cc2ccncc2)cc1,1.3452474462682
CC(=O)C1=C(O)C(=C2C3C(CCCCCCCC3=O)ON2C1=O)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,1.2996936447952
Cc1ccc(cc1)C1=NC(c2ccc(cc2)N(=O)=O)C2(O1)C(=O)c1cccc3cccc2c13,1.4099235632937
CC(C)(C)NC(=O)C1(CCCCC1)C1C(=O)ON(C1=O)c1ccccc1,1.3099382259845
CC(=NO)C(C)=NCc1ccccn1,1.232130378732
O=N(=O)c1ccc(cc1)C1=CN(CC2COCc3ccccc3O2)N=N1,1.4220235710577
CCC1(CC(Nc2ccc(OC)cc12)c1ccc(cc1)N(=O)=O)c1ccccc1O,1.3514065897412
CCOC(C)N1N=Cc2c1cccc2N(=O)=O,1.3636809886567
COC(=O)C(CC1=CNc2ccccc12)N1C(=O)c2ccccc2N=C1C(C)=NOCc1ccccc1,1.3550349015068
Oc1ccc(cc1C=NC1CCCCC1[NH+]=Cc1cc(ccc1[O-])N(=O)=O)N(=O)=O,1.4402947225395
NC(=NO)c1cnc(nc1Cc1ccccc1)c1ccccc1,1.3181233082908
[O]n1ccn([O])cc1,1.4516773143019
CN1C(=O)C2(OC(=NC2c2ccc(cc2)N(=O)=O)c2ccccc2)c2ccccc12,1.4164426188044
CCC1ON2CCc3ccccc3C2C1C#N,1.2580657243627
CC(C)=NN(c1ccccc1)c1ccccc1N(=O)=O,1.3218067637047
Oc1ccccc1C=NN(c1ccccc1)c1ccccc1N(=O)=O,1.3798430110454
OCCCN1CCN(CC1)c1ccc(cc1)N(=O)=O,1.3139392380894
CC(=O)N(N(c1ccccc1)c1ccccc1N(=O)=O)C(C)=O,1.4058791679713
OCC(CO)(N(=O)=O)C(CO)(CO)N(=O)=O,1.6060418473048
CC(C)ON=C1C(=O)N(c2ccccc2)c2ccccc12,1.3033671604649
CCOC(=O)C(O)(Cc1c(cccc1N(=O)=O)N(=O)=O)C(=O)OCC,1.4986798042208
O=N(=O)c1ccc(C2=NN=C(O2)c2cc(cc(c2)N(=O)=O)N(=O)=O)c(c1)N(=O)=O,1.6860989631883
COc1ccc(c2c(OC)cccc12)N(=O)=O,1.4094153588774
COC(=O)C1=C(ON=C1N(=O)=O)c1ccc(cc1)N(=O)=O,1.6038718995234
CN1CC(c2cccc(c2)N(=O)=O)C(C#N)(C(N)=O)C21C(=O)N(C)c1ccccc21,1.427354235988
CC(C=C)C(OC(=O)c1ccc(cc1)N(=O)=O)C(C)C1OC(C)(C)N(C1C)C(C)=O,1.3047493238273
NN1C=C(C(=N1)N1C=NN=N1)N(=O)=O,1.6072462338918
CC(C=C)C(C)(OC(=O)c1ccc(cc1)N(=O)=O)c1cccc2ccccc12,1.3342573099179
CC(COC(=O)c1ccc(cc1)N(=O)=O)(OC(=O)c1ccc(cc1)N(=O)=O)C(C=C)c1ccccc1,1.4198951736997
COc1cccc(c1)C(CC(=O)c1cccc[n+]1[O-])CN(=O)=O,1.393024505437
CCN(C(=O)CCc1ccccc1)c1ccccc1NCC1=CC(=NO1)c1ccccc1,1.2705009356367
Oc1ccccc1C=NC(N=Cc1ccccc1O)c1ccc(cc1)N(=O)=O,1.3896471423815
CC1(C)OC2OC(CCN(=O)=O)C(CNC(=O)OCc3ccccc3)C2O1,1.3753030435275
CCCCCCCCCCCCCCCCCCNc1ccc(cc1N(=O)=O)N(=O)=O,1.1771332215765
CC1=NC(=CN1CC(=O)NCc1ccccc1)N(=O)=O,1.3650486487574
O=N(=O)c1cc2c3ccccc3N(Cc3ccccc3)c2c2ccccc12,1.3769023981735
O=N(=O)N=C1NN=NN1CCN=[N+]=[N-],1.5752309125163
COC(=O)C1C2=C(C(=O)N(C)C2=O)C2=C(N(C(=O)OC(C)(C)C)c3ccccc23)c2cccc(c12)N(=O)=O,1.4661804584097
CC1(C)N([O])C(=[N+]([O-])C1(C)C)c1ccc2ccccc2[n+]1[O-],1.3574155613005
CON1CC1(C(N)=O)C(N)=O,1.403976391117
CC1=NOC(=O)C1=Cc1ccccc1O,1.3847360376552
CCOC(=O)C1(C(CN(=O)=O)c2ccc(OC)cc2)N(CCC1=O)C(=O)OC(C)(C)C,1.3656528650114
Cc1cc2ccccc2[n+]([O-])c1N=[N+]=[N-],1.3956436734198
CCCCCCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C1=NC2(CCCCC2)N([O])C1(C)C,1.1841400191378
CN1C=C(C=C(C1=O)N(=O)=O)C(=O)c1ccccc1O,1.4954242446787
COC(=O)c1ccc(NC2=CC(=NN2C(C)=O)C(C)(C)C)c(c1)N(=O)=O,1.3851032533339
COc1ccc(CCNc2ccc(cc2N(=O)=O)N(=O)=O)cc1OC,1.4244065762474
CC(C)c1ccc2c(NC=C2C(CN(=O)=O)c2ccccc2)c1,1.2715991980191
CC12CC(C=O)C(C(N(=O)=O)C1(O)CCC2=O)c1ccccc1,1.392352432158
CC12CC(C=O)C(C(N(=O)=O)C1(O)CCCC2=O)c1ccccc1,1.3835012480892
CC(C)(C)OC(=O)NC1CC(C1)NC(=O)c1ccc(cc1)N(=O)=O,1.3434244207575
O=C(NC1CC2(C1)CC(C2)NC(=O)c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O,1.4213713356167
CCC1C(C(=C(OC(=CC1=O)c1ccccc1)C#Cc1ccccc1)CC)c1ccc(cc1)N(=O)=O,1.3056434708726
CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)C(C)(C=O)C(CN(=O)=O)c1ccccc1,1.3213706051816
COc1ncc(c2ccccc2)c2c1cccc2N(=O)=O,1.3972068988726
COc1cc2OC(=O)C(C)(CC=C)C(c3ccc(cc3)N(=O)=O)c2c(OC)c1OC,1.3875755750095
CCOC(=O)C1=C(C)OC(=C(C#N)C21C(=O)Nc1ccc(cc21)N(=O)=O)N,1.4917017700995
OC(CN(=O)=O)C1=COc2cc(OCc3ccccc3)ccc2C1=O,1.4340548824429
CC1(C)CC(C)(C)C2=[N+]([O-])c3ccccc3C2=C1,1.2268803525886
O=C1CCC(=O)N1OC(=O)c1cc2CCc3ccc(CCc4ccc(CCc1cc2)cc4)cc3,1.3259964138339
CCOC(=O)C(CC=C)(CC=C)C(=O)c1ccc(cc1)N(=O)=O,1.3194628503188
CCCCCCCCCCOc1ccc(cc1)C1=NC2(CCCCC2)N([O])C1(C)C,1.1545085148752
COC(=O)C1ON(C2OCC3OC(C)(C)OC23)C(C1C(=O)OC)c1ccccc1,1.3946849665878
CC1(C)C2=CC=C(N2)C(C)(C)C2=CC=C(N2)C(C)(C)C2=C(NC(=C2)C(C)(C)C2=CC=C1N2)N=Nc1ccc(cc1)N(=O)=O,1.299846080631
CC(C)(C)OC(=O)N1C2C3Oc4ccccc4C(=O)C3C1N(OCc1ccccc1)C(=O)N2OCc1ccccc1,1.3828204867148
CN(C)C1=CC=C(c2cc(nc(c2)c2ccccn2)c2ccccn2)C2=NON=C12,1.376841029952
CC(=O)N1OC(=O)c2c(C)cc(C)nc12,1.3963082321346
CC1CC2CC(C)C(=O)N(O)C2([N+](=C1N)[O-])c1ccccc1,1.3461389427846
Nc1ccc(cc1O)N(=O)=O,1.4662805468118
CC1(C)CC2C(OC1OC2(C)C)c1ccc(cc1)N(=O)=O,1.3342068978621
ON=C(c1ccccc1)C(=O)c1ccccc1,1.3155587408399
OC(=O)C1CC=CC2CN(OCc3ccccc3)C(=O)C12,1.3482511260556
O=C(N1CCNCC1)c1ccc(cc1)N(=O)=O,1.3827581084595
CC(C)(C)C(=O)Nc1ccc(c2cccnc12)N(=O)=O,1.369175899089
COc1cccc2C(CN(=O)=O)C(C)C(=O)Oc12,1.41766127203
CC(=O)N1CN(CN(CN(C1)N(=O)=O)C(C)=O)N(=O)=O,1.5540404634028
CCN(CC)c1ccc(cc1)C=C(C#N)c1ccc(cc1)N(=O)=O,1.2841039352839
CCOc1cc(ccc1C=C(C#N)c1ccc(cc1)N(=O)=O)N(CC)CC,1.2857739830581
O=N(=O)c1cc(c2Oc3cc4ccccc4cc3Oc3cc(Oc4cc5ccccc5cc4Oc1c2)c(cc3N(=O)=O)N(=O)=O)N(=O)=O,1.6073940263902
COc1cc(c2ncccc2c1OC(C)=O)N(=O)=O,1.4772907166854
CCOC(=O)C1(Cc2ccccc2N(C)C1c1ccccc1)N(=O)=O,1.3551413780197
Oc1c2C(=O)c3ccccc3C(=O)c2c(O)c(c1N(=O)=O)N(=O)=O,1.6861161171554
COC(=O)c1ccc(cc1)N(O)c1ccccc1c1ccccn1,1.3615335892393
CC(C)=NOCc1ccccc1OC(=O)c1ccccc1,1.2784756613695
NC(=NO)C(CCCNC(=O)C1=CC=CN1)=NO,1.366434302835
OCC1(CO)COC(N1)c1cccc(c1)N(=O)=O,1.4268396525251
CC(=O)OCC(COC(C)=O)(COC(C)=O)N=Cc1ccc(cc1)N(=O)=O,1.4071981591691
COC(=O)C1(CC2COC(N2C1=O)c1ccccc1)c1ccc(cc1N(=O)=O)N(=O)=O,1.5149886200007
CCCCNc1cc(c(C)c[n+]1[O-])N(=O)=O,1.3174366247323
COC1CC2C(C(C(=O)OC)C1(CO)N2C(=O)OC(C)(C)C)N(=O)=O,1.4109019589523
COC1CC2C(C(N(=O)=O)C1(CO)N2C(=O)OC(C)(C)C)C(=O)OC,1.4101870916746
NC(C#N)=C(N=CC=Cc1ccc(cc1)N(=O)=O)C#N,1.3749276027592
CC(C)(C)N([O])c1ccc2c(c1)C(C)(C)C1=C2c2ccc(cc2C1(C)C)N([O])C(C)(C)C,1.2222814897071
CCCCCCNC(=O)Nc1ccc(cc1)N(=O)=O,1.271273653769
CNc1ccc(cc1OCCOCCO)N(=O)=O,1.3656266325111
CC(=O)C1=C(C)OC(=NO)C1c1ccccc1,1.3232901487113
ON=C1OC2=C(C1c1ccccc1)C(=O)CCC2,1.3593150098985
CC12CCC1C(CCOC(=O)c1ccc(cc1)N(=O)=O)C(=O)O2,1.4104783754537
O=N(=O)c1ccc(Nc2ccc(cc2)N=Nc2ccccc2)c(c1)N(=O)=O,1.4529442286791
CN1OC(CC1c1ccccc1)C(O)=O,1.3172622250741
COc1cc(OC)c2c(c1)C(OC(=O)C13CCC(C)(C(=O)O1)C3(C)C)C1(CC=C(C)C)C=CC(OC)(OC)C3=C1C2=NO3,1.3619844162332
COc1ccc(cc1)C(=O)C(=NO)c1ccc(OC)cc1,1.3465575217306
CC1(OC1c1ccccc1)N(=O)=O,1.3672155863221
O=N(=O)C1(OC1c1ccccc1)c1ccccc1,1.3665173832973
CC(=O)Oc1ccc(cc1)C=CC(=Nc1c(C)cccc1C)c1ccccc1N(=O)=O,1.3281237651284
COc1cc[n+]([O-])c(c1)C1=CC=CN1Cc1ccccc1,1.3091809362841
CC(C)(C)C(OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C1CC2CC(C1=C)C2(C)C,1.3456549829201
CC1=NC(=NO1)c1cccnc1N,1.3841524446117
CC(C)(C)C1=NN(C(=C1)N)c1ccc(cc1)N(=O)=O,1.3188298949671
Oc1c(cccc1N(=O)=O)C(=O)N=[N+]=[N-],1.6011176264643
O=C1C2C(CN1OCc1ccccc1)C=CCC2C(=O)N1CCCC1C#N,1.3187896213367
CC(=O)OC1CC(OC(=O)c2ccc(cc2)N(=O)=O)C2(C)OC2C1,1.4349394296899
CC(=O)C(CN1CCN(CC1)CC(=Cc1ccccc1N(=O)=O)C(C)=O)=Cc1ccccc1N(=O)=O,1.3635218479743
CCOC(=O)C1CC23CCCCC2=C(C)CON3O1,1.306259287735
CC(=O)C1=C(C)NC(=C(C1c1ccc(cc1)N(=O)=O)C(C)=O)C,1.3578919093193
CC(C)=CCC1CC=CC(OC(=O)c2ccc(cc2)N(=O)=O)C1(C)C,1.2693345784891
O=C(OC(C1OC(CC2CCCCC12)c1ccccc1)c1ccccc1)c1ccc(cc1)N(=O)=O,1.3306291464252
O=N(=O)C12C3CC4C5C3C1C5C(C24)(N(=O)=O)N(=O)=O,1.6571116162361
CN1c2ccccc2N(Cc2ccc(cc2)N(=O)=O)c2ccccc12,1.36393158772
O=C1N(CNc2ccccc12)N=Cc1ccc(cc1)N(=O)=O,1.4341934098148
Nc1nc(nc(N)c1N=O)N1CCOCC1,1.4357619973913
O=N(=O)c1cccc(NCNc2cccc(c2)N(=O)=O)c1,1.4376042422023
O=N(=O)c1ccc(cc1)C1=NC=C2OC(=NN12)C1CCC1,1.4405594197251
CC1=NN(c2ccccc2)C(=C1N=Nc1ccccc1N(=O)=O)N,1.4047054977108
O=N(=O)c1ccc(cc1)C1C(c2ccccc2)C1(C#N)C#N,1.3587934052277
ON=C1CCCCCCCCCC1,1.1179879570596
CON1C(=O)c2ccccc2C21CCCCC2,1.280500418659
CC(C)C(=NNc1ccc(cc1C)N(=O)=O)C(Nc1ccc(C)cc1)c1ccccc1,1.2673626678633
CC(=O)C(C)=NNc1ccccc1N(=O)=O,1.3797417507972
CC(=NNc1ccccc1N(=O)=O)C(C)=NNc1ccccc1N(=O)=O,1.4291866957123
CC(=O)C(C)=NNc1ccc(cc1N(=O)=O)N(=O)=O,1.493472303746
CC(C)(C)NC(=O)C1=NOC(=C1c1ccccc1)NC(C)(C)C,1.2321248431339
COc1ccc(CN2C(=CC(=O)c3cc(ccc23)N(=O)=O)c2ccc(C)cc2)cc1,1.3729191451209
O=C1C=C(N(CCCc2ccccc2)c2ccc(cc12)N(=O)=O)c1ccccc1,1.342274040728
CC(N1c2ccc(cc2C(=O)C=C1c1ccc(C)cc1)N(=O)=O)c1ccccc1,1.3495897516519
NC(=O)C(N=Cc1ccc(cc1)N(=O)=O)c1ccccc1,1.3693587615751
NC(=O)C(N=Cc1cccc(c1)N(=O)=O)c1ccccc1,1.3691355695563
O=N(=O)NN1N=NNC1=NN(=O)=O,1.7847825731596
CCOC(=O)C1=NOC(=C1C(C)=NNC(=O)Nc1ccccc1)C,1.359745313474
CCOC(=O)C1=NOC(=C1C(C)=NNc1ccc(cc1N(=O)=O)N(=O)=O)C,1.4921221662231
CON1C(=O)c2ccc(OC)cc2CC1(C)C,1.2891858046717
CCCCC1(COC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)CC2(OC(C)C(C)O2)C=C1,1.3792922105597
O=C1CCCC21COC(C2)c1ccc(cc1)N(=O)=O,1.3753665104893
O=C1CCCCC21COC(C2)c1ccc(cc1)N(=O)=O,1.3597850884032
O=N(=O)c1ccc(cc1)C=Nc1ccc(Nc2ccccc2)cc1,1.3391106966464
O=N(=O)c1ccc(C=Nc2ccc(Nc3ccccc3)cc2)c(c1)N(=O)=O,1.4273176258708
CCN(CC)c1ccc(cc1)N=Cc1ccc(cc1)N(=O)=O,1.2761625326727
CC(C)C1OC(=O)C(=C1c1ccc(cc1)N(=O)=O)C,1.3470713044084
COC(=O)C1=CC(c2ccccc2)C(C#CCOCc2ccccc2)(N(=O)=O)C21C(=O)N(C)c1ccccc21,1.3762142292405
O=C(Nc1c(ccc2cccnc12)N(=O)=O)C1=CC=CO1,1.4976426181398
CC(=O)Nc1c(ccc2cccnc12)N(=O)=O,1.451025082393
CC1=NON=C1NC(=O)Cc1ccccc1,1.3460659016511
O=C(NCc1ccccc1N(=O)=O)Nc1cccc2ccccc12,1.3899458210696
CON=[N+]([O-])N=C(N)c1ccccc1,1.3573176262512
CN(C)C(=N[N+]([O-])=NOCc1ccccc1)c1ccccc1,1.2851724549731
CC(C)(C)C1=CC(C)(C(=O)C(C)(C1N(=O)=O)N(=O)=O)N(=O)=O,1.4645970169439
CCC(C=O)C(CN(=O)=O)N1C(=O)c2ccccc2C1=O,1.421338523067
O=CC(Cc1ccccc1)C(CN(=O)=O)N1C(=O)c2ccccc2C1=O,1.4119321741618
O=NN1CCN(CC1)N=O,1.4071791701175
CC(C)(C)OC(=O)c1cc2cc(cc(c2cc1O)N(=O)=O)N(=O)=O,1.4919961575781
CCOC(=O)c1cc2cc(cc(c2cc1O)N(=O)=O)N(=O)=O,1.5542873033345
O=N(=O)C(CC(N(=O)=O)(N(=O)=O)N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O,1.8775041541651
COc1ccc(cc1)N1C=CC=C(C=O)C1c1cccc(c1)N(=O)=O,1.3827202380159
CC(=O)C=Cc1ccccc1C1=CC(=NO1)C(C)(C)C,1.2274335830239
COC(=O)C1=C2NCCC(C2CC1)c1cc(OC)c(OC)cc1N(=O)=O,1.3892318075374
Oc1c2COCCOCCOCCOCCOCc1cc(c2)N(=O)=O,1.3922404964915
CC(=O)N1C(Cc2ccccc2)C(=O)NC(=CC2=CN(C(=O)OC(C)(C)C)c3cccc(c23)N(=O)=O)C1=O,1.4140702424355
O=C1CCOC(=O)CCCCCCC(CC1)N(=O)=O,1.300589948806
OC(=O)CCCCC1(CCC(=O)O1)N(=O)=O,1.4244616612827
